Number of occurrences (+-),POS,Lemma,Morph,Morph corrected phonetics,Gloss,замечания (ОТВЕТ НА НЕГО ПИШИТЕ КОММЕНТАРИЕМ К ЯЧЕЙКЕ),Context,ft,Transcription,Source
1,v,wuχus,ǯüdχud;ǯü<d>χu-d;ǯ-ü<d>χu-d,ǯ-ü<d>χu-d,NEG-<HPL>ANPL.give.birth.PFV-ATTR,проверить умляут на втором слоге,()      mita (?)      a-d (be-ATTR)       ()      haja (later)      mi (this)      xɨle-š-dɨ (woman.PL-OBL.PL-ATTR)      nikja (islamic.wedding)      hɨʔɨ-r (4.do.PFV-CVB)      kar (thing)      mij (here)      mi (this)      a<d>ɨrga-r=a (<HPL>stay.IPFV-CVB=be)       ()      xa (PTCL)      xɨle-š-e (woman.PL-OBL.PL-ERG)      w-aʔa-r=a (3-do.IPFV-CVB=be)      nin-waldɨ (mother-ABSTR)       ()      q'oxe (adult)      d-aʔa-r=a (HPL-do.IPFV-CVB=be)       ()      ǯüdχud (stepchild)      χɨnimer=xa (child.PL=ADD)       ()      xele (later)      ǯü-kla (REFL-LOC)      Гьawalai-s (havalay/OBL-DAT)      ruʔu-r=a (1.go.IPFV-CVB=be)      sa (one)      χɨnɨχ (child)       ()      Miχri (mihri)      babai-s (granny/OBL-DAT)      d-uruʔu-r=a (HPL-go.IPFV-CVB=be)       ()      χɨnɨχ (child)      na (AND)      rɨš (daughter)      q'wa-r (two-2)       ()      ha-bɨr (he-PL)      q'oxe (adult)      d-uruʔu-r=a (HPL-go.IPFV-CVB=be)       (),"Эти женщины делают никях, они здесь остаются, эти женщины принимают материнство, они выращивают своих детей, потом ему Авала рождает одного ребенка, Михри бабушке рождается два ребенка сын и дочь, они вырастают.","mita ad aja mi xɨlešdɨ nikja hɨʔɨr mij mi adɨrgara ha xɨleše waʔara ninwaldɨ q'oχe daʔara ǯüduχud χɨnemerχa xele ǯükla Awalais ruʔura sa χɨnɨχ, Miχri babais duruʔura, χɨnɨχna rɨš q'war, habɨr q'oχe duruʔura ",kna_muhammadshafi05_1_6_18latin
1,n,ǯamaːˤt,dmaˤmaaˤt-i-ra;ǯamaːˤt-i-ra,ǯamaːˤt-i-ra,people-OBL-ERG,,dmaˤmaaˤt-i-ra (people-obl-erg) jahmiš w-iši-r (gather 3*-be.pfv*.?-cvb) xʷa (ptcl.cit) malla nasredin (propr.name) kowχa-wal-e (elder-abstr-super.ess) keʁire-s (choose.ipfv.1-inf) ǯaˤmaaˤt-i-d (people-obl-atr) haɢ (law) hɨʔɨn (4-do.ipfv-inf) badana-ma (for-lim?),"Люди собрались выбрать Малла Насредина старшиной, чтобы он выносил решения (делал """"людской суд"""").",ǯamattira jaʁmiš wichšir xʷa malla nasredin kowχawale keʁires ǯaˤmaaˤtid haˤɢ hɨʔɨn badanama,kna_muzafer06
1,n,ǯamaʔat,ǯamaʔat;ǯaˤmaaˤt,ǯamaʔat,people,есть джама(1)гьа1т,()      ǯamaʔat (people)      jaʁmiš w-iši-r (gather 3-become.pfv-cvb)      xʷa (add)      kasib-ar (poor-pl)      d-iʔi-j (hpl-cop1-pst)      xʷa (add)       (),Народ собрался -- бедные были.,ǯamaʔat jaʁmiš wišir xʷa kasibar diʔij xʷa,180722_0171
1,n,ǯamaʔat,ǯaˤmaaˤt-i-d;ǯamaʔat-i-d,ǯamaʔat-i-d,people-OBL-ATTR,есть джама(1)гьа1т,dmaˤmaaˤt-i-ra (people-obl-erg) jahmiš w-iši-r (gather 3*-be.pfv*.?-cvb) xʷa (ptcl.cit) malla nasredin (propr.name) kowχa-wal-e (elder-abstr-super.ess) keʁire-s (choose.ipfv.1-inf) ǯaˤmaaˤt-i-d (people-obl-atr) haɢ (law) hɨʔɨn (4-do.ipfv-inf) badana-ma (for-lim?),"Люди собрались выбрать Малла Насредина старшиной, чтобы он выносил решения (делал """"людской суд"""").",ǯamattira jaʁmiš wichšir xʷa malla nasredin kowχawale keʁires ǯaˤmaaˤtid haˤɢ hɨʔɨn badanama,kna_muzafer06
1,n,ǯamaʔat,ǯaˤmaaˤt-i-kʷan;ǯamaʔat-i-kʷan,ǯamaʔat-i-kʷan,people-OBL-COM,есть джама(1)гьа1т,wad (2sg.erg) kehi... (choose//) wed (2pl) keʁɨri-dʲa-quʔ (choose-???) šuw (what) h-aʔa-s-ɨ (3-do.ipfv-inf-fut) ǯaˤmaaˤt-i-kʷan (people-obl-comit) arajɨˤχɨˤ-s (fight.ipfv.1-inf) h-ɨkɨ-s (cl-be.ipfv-inf) dɨš (neg) qus (some.copula) kehɨri-de (choose.pfv*.1-?) j-iʔi (1-go.ipfv) xʷa (ptcl.cit),"-- Раз вы меня выбрали, что поделать? Против народа не пойти: раз выбрали -- я согласен.",wad keʁi... wed keʁɨridʲaquʔ šuw haʔasɨ ǯaˤmaaˤtikʷan arajɨˤχɨˤs hɨkɨsdɨš qus keʁɨride jiʔi xʷa,kna_muzafer06
1,n,ǯamaʔat,ǯamaat-i-ra;ǯamaʔat-i-ra;ǯaˤmaaˤt-i-ra;ǯaˤmaaˤtira,ǯamaʔat-i-ra,people-OBL-ERG,есть джама(1)гьа1т,χotʲa bɨ (at.least) ha-nuw-a (this-obl-in.abl) sa (one) šiw-i-j-den (what-go.ipfv-pst-ctrf) huxu-r (say.pfv.1-cvb) h-ɨga-r-a (1-want.ipfv-cvb-aux1) ǯamaat-i-ra (people-obl-erg) hɨʔɨ-n (do.ipfv.1-?) badana (for) qadaca-s (hear.ipfv*.1*-inf) kar (thing) h-aʔa-s (1-do.ipfv-inf),"Хотя бы он должен что-то сказать, чтобы народ сделал, послушать его надо же.",χotʲa bɨ hanuwa sa šiwijden huxur hɨgara ǯaˤmaaˤtira ʁɨʔɨn badana qadacas kar ʁaʔas,kna_muzafer06
1,n,ǯamaʔat,ǯamaʔat-ije-ra,ǯamaʔat-ije-ra,folk-OBL-ERG,есть джама(1)гьа1т,haja (?)      mi (this)      ǯamaʔat-ije-ra (folk-obl-erg)      iǯilas-da (meeting-apud(lat))      решение ()      i-ʁ-ile-r=a (pv-pv-pull-cvb=be)       ()      mi-d (this-atr)      daχa-la (day-el)      qu-ʔ (back-lat)      ha-d (that-atr)      χɨ-dɨ-nuw-dɨ (?-atr-obl-atr)      χatir (offend)      a-d (be-atr)      q-aʔa-s-diš (re-do.ipfv-inf-no),"они собираются народом и обсуждают, что с этого дня они не будут обижать эту женщину",haja mi ǯamaˁʔatijera iǯilasda решение iʁilera mid daχala quʔ had xɨdɨnuwdɨ χatir ad haʔasdiš,180722_0090
1,n,ǯan,ǯan,ǯan,body,,dibir (dibir)      ramazan (ramazan)      la?  (up)      lej-i-r (raise-PFV-CVB)      ramazan (ramazan)      dibir-a-da (dibir-OBL-ERG)      rux-a-r-a (say.IPFV-IPFV-CVB-be)      dibir (dibir)      ǯan  (dear)      dibir (dibir)      za-s (I.OBL-DAT)       w\i- (you.SG)      laazim (need)      j-iji (be-AUX1),"Поднял дибира Рамазана, говорит - джан дибир, ты мне нужен","dibir Ramazan la? lejir Ramazan dibirada ruxara dibir ǯan dibir, zas w\i- laazim jiji ",Magomedshapi_Nina_glossed_23_07latin
1,*(n n),ǯan bala,ǯanbala;ǯan bala,ǯan bala,body child,,xej (hey)      ǯanbala (darling)      geʁiʔič (go.away.IMP)      wɨ (2SG)      izdɨ (1SG.GEN)      waʔ (no),"Эй, милый, уйди ты - я нет",hej ǯan bala geʁiʔič wɨ izdɨ - waʔ,Polina_text_s_Saadi_TextGridlatin
1,n,ǯar,ǯar,ǯar,sour.cream,,q'el (salt)      q'i<w>ɨχa-r=а (<3>add.IPFV-CVB=be)      ʁɨlɨʁm-ar (egg.OBL-PL)      q'-aʔa-r=a (RE-do.IPFV-CVB=be)      ǯar (sour.cream)      q-awa-r=a (RE-<3>do.PFV-CVB=be),"Соль добавляем, сметану и яйца добавляем.","q'el kiwɨχara, ʁɨlɨʁmal q'aʔara, ǯar qawara",kna_maisarat02.textgrid
1,n,ǯan,ǯen-di-da=xa,ǯen-di-da=xa,body.OBL-OBL-APUD.ESS=ADD,неясно не элатив ли,iz-dɨ  (self.OBL-ATTR)      ǯen-di-da=xa (body-OBL-APUD.ESS(?)=ADD)      zɨ  (I)      r-uru-r=a  (2-come.IPFV-CVB=be)      xur=xa. (QUOT=ADD),Я себя измотала (обессилела).,izdɨ ǯendida xa zɨ rurura xurxa,muhammad_shafi_4latin
1,adv,ǯesuxwaj,ǯesuxwaj,ǯesuxwaj,despite,не нашел такого слова,raˤq (road)      χowɢ-u-n (block-PFV-NMLZ)      xele (yet)      ǯesuxwaj (despite)      χal-a (house-In(Ess))      ač'irχa-s (thrust-INF)      lux-u-r-a (try-PFV-CVB-AUX)      ani jiʔi (be)      χal-a (house-In.(Ess))      hul-a (window-In.(EL))      aʔ (inside)      ač'irχ-ɨ-r-a (thrust-PFV-CVB-AUX)      sus-a-d (bride-Obl-GEN)      χal-dɨ (house-ATTR),"мало ему дорогу прикрывать, в дом пытается залезть, где невеста спит, через окошко лезет","raˤq χowɢun hele ǯesuqwaj, χala ač'irxas ljuɢura ani jiʔi, χala hulja aʔ ač'irxɨra sus ad χaldɨ ",Polina_text_s_Saadi_TextGridlatin
6,pron,wiǯ,ǯi-dɨ,ǯi-dɨ,self.OBL.NM-ATTR,,ubl-i-ra (wolf-obl-erg)      dagul (steal)      ha<r>ɨ-r=a-d (<2>do.pfv-cvb=be-atr)      rɨš (girl)       ()      ubl-i-ra (wolf-obl-erg)      nʲekʲ (milk)      wɨlc'a-r=a (4.give.ipfv-cvb=be)      ǯi-dɨ (self.OBL.NM-atr)      hile (where)      rɨgɨ<r>gɨ-r (<2>bring-cvb)      mi (this)      ari-je (time-in(ess))      mi-d (this-atr)      ubl-eš-i (wolf-obl.pl-erg)      mi-d (this-atr)      rɨš (girl)      eke (grow)      r-aʔa-r=a (2-do.ipfv-cvb=be)      ekʲara-r (grow-cvb)      mi-d (this-atr)      rɨš (girl)      ǯi-dɨ (self.obl.NM-atr)      deg-ɨ-je (den-obl-in(ess))      s-u<r>q'u-r=a-na (pv-<2>sit.pfv-cvb=be-cvb)      uble (wolf.pl)      s-i<l>q'e-d (pv-<pl>sit.ipfv-atr)      ubl-eš-di (wolf-obl.pl-atr)      šiw (what)      ha-d (that-atr)      sa (one)      kar (thing)      waχt-ij-e-la (time-obl-in-el)      ruʔu-r=a (4.become.ipfv-cvb=be)      jiʁ-bɨr (day-pl)      mi-d (this-atr)      ma (ptcl)      mi (this)      gada (guy)      q-i<r>q'ɨ-r (re-<1>come-cvb)      mi (this)      dig-ɨj (den-in(lat))      gʲaɢɨ-r (1.see.pfv-cvb)      mi (this)      rɨš (girl)      s-u<r>q'u-r (pv-<2>sit-cvb)      a-ni (be-cvb)      r-iʔi=xa (2-cop1=add)      ǯi-dɨ (self.obl.nm-atr)      ǯi-dɨ (self.obl.nm-atr)      xaj (?)      dam-a (forest-in(ess))      s-ü<lʲ>ge-r=a (pv-<nhpl>get.lost-cvb=be)      hiʔi-s (?-inf)      hu-jne (?-temp2)      gič' (fear)      m-aʁuˁ-r=a-j (proh-cause-cvb=be-pst)      xur (quot)      mi-d (this-atr)      q-u<r>ʁu-r=a (re-<2>come-cvb=be)      mi (this)      muˁq-a (village-in(lat)),"волк похитил эту девочку, начал кормить своим молоком в своём логове""в это время они растят эту дочь, и однажды она сидела в этом логове, где сидят волки""""проходят дни, этот парень возвращается в шалаш, и там сидит девушка""""её лесу теряются <кто-то>, и чтоб она не боялась их, она возвращается в это село""",ublira dagul harɨrad rɨš ublira neki wɨlc'ara ǯiddɨ hile rɨgɨrgɨrmi arije mid ubliše mid rɨš ekera ara ekärar mid rɨš ǯiddɨ degɨje surq'urana uble silq'ed ublešdi šiw hadsa kar waχtijela ruʔura jiʁbɨr ma mi gada qirq'ɨr mi digɨj gäɢɨr mi rɨš surq'ura ani riʔi xaǯidɨ xaj dama sülgera hiʔis hujne gič' maʁuˁraj xur mid qurʁura mi muˁqa,180722_0090
3,adv,ǯibra,ǯibra,ǯibra,following,,()      ǯibra (after)       ()      wtaroj (second)       ()      ɢruzin (Georgian)      h-ɨxɨ-r=a (1-go.pfv-cvb=be),Потом грузин пошел.,ǯibra wtaroj ɢruzin hɨxɨra,180722_0171
2,adv,ǯibra,ǯibrä-dɨ,ǯibra-dɨ,following-ATTR,,ǯibrä-dɨ (next-ATTR)      waχt-indi (time-???)      raˤq-bɨr (road-PL)      hɨʔɨ-r  (4.do.PFV-CVB)      Kusur-a (Kusur-IN.ELL)      ledika-s (ride-INF)      ühut (seven)      mɨed (eight)      kilometr (kilometer)      madaniʔi (???)      ǯibrä-dɨ (next-ATTR)      waχtindi (time-???)      hele (???)      juq'urxus-dɨ (fourth-ATTR)      класса ()      j-iχɨ-r (4-go.PFV-CVB)      madaniʔi (???)      где-то ()      riχcɨrχus-dɨ  (sixty.OBL-ATTR)      sɨdɨ-mɨ (year-PL)      j-iχɨ-r (4-go.PFV-CVB)      Азербайджана ()      письменность ()      Азербайджан ()      č'eli-la-d (word.OBL-SUPER.EL-ATTR)      χaɢ-bɨr (letters-PL)      ki<l>χe-r=a (<HPL>write.IPFV-CVB=be),"Потом сделали дороги, но до Кусура осталось 7-8 километров идти.""Еще до четвертого класса Азербайджанский был тогда где-то до 60ого года, Азербайджанская письменность.""","ǯibrädɨ waχtindi raˤqbɨr hɨʔɨr Kusura ledikas ühut mɨed kilometr madaniʔi.""ǯibrädɨ waχtindi hele juq'urxusdɨ класса jiχɨr madaniʔi, где-то riχcɨrχusdɨ sɨdɨmɨ jiχɨr Азербайджана письменность, Азербайджан č'elilad χaɢbɨr kilχera""",kna_said02
1,n,ǯiga,ǯig-a;ǯiga,ǯiga,place,непонятен контекст,mɨs (when)      hile (where)      r-iʔi-d (2-come.IPFV-PTCP)      ǯig-a (place-in.loc)      raˤq (road)      χowu<r>ga-r-a (block<IPFV>-CVB-AUX),"когда не выйдет, он пристаёт к ней на дороге",mɨs hile riʔid ǯigɨj raˤq χowɨrɢara,Polina_text_s_Saadi_TextGridlatin
1,n,ǯiga,ǯiga-bɨr,ǯiga-bɨr,place-PL,,χɨnimer (children)      d-iši-r=xa (hpl-become.pfv-cvb=add)      mi (this)      hasa-d (such-atr)      ǯiga-bɨr (place-pl)      i=xa (cop2=add)      mal (cattle)      q'ad (chicken)      dawar (cow)      balana (many)      gilta-d=xa (have.a.pet-atr=add),"дети рождаются, такие места где есть скот, куры, коровы, много заведено","χɨnimer diširxa mi hasad ǯigabɨr i xa mal, q'ad, dawar balana giltad xa",180722_0090
1,n,ǯiga,ǯigija-dɨ-bɨr,ǯigija-dɨ-bɨr,place.OBL-ATTR-PL,не очень понятна структура формы,()      he-mi (EMPH-this)      sa (one)      ǯigi-ja-dɨ-bɨr (place-LOC-ATTR-PL)      d-iʔi (HPL-COP1)      je (PTCL)      ix-dɨ (we.OBL-ATTR)       ()      šü-be (brother/PL-PL)      d-iʔi (HPL-COP1)      wɨš (who)      haˤ<r>χɨ-r (?)      haˤ<d>χɨˤ-r=a (<HPL>pass.PFV-CVB=be)      daˤʔwi-ja (war-LOC)      muˤɢ-uˤ-d (village-OBL-ATTR)      wɨɣle=xa (men.PL=ADD)       ()      q'wuˤ-nu (?)      si-now-dɨ (all-OBL-GEN)      wɨɣle (men.PL)      dɨ-rq'ɨrq'ɨ (HPL-die.IPFV-CVB=be)      haʔa-r=a (1.do.IPFV-CVB=be)      daˤʔwi-j-a (war-OBL-LOC)       (),"с этой местности братья сельчане уехали на войну, у обеих мужья погибли на войне","misa ǯigijadɨbɨr diʔi je ixtɨ šube diʔi, wɨšaˤrχɨr hatχara daˤʔwija wɨɣlexɨ qunu sɨnowdɨ wɨɣle dɨrq'ɨra daˤʔwijja ",kna_muhammadshafi05_1_6_18latin
1,n,ǯiga,ǯig-ɨj=xa;ǯigɨj=xʷa,ǯigɨj=xʷa,together=ADD,,ha (that)      rɨš (girl)      ʁa-ʔ (out-lat)      ʁ-e<r>i-r (out-<2>?-cvb)      ǯig-ɨj=xa (place-obl(???)=add)       ()      had (that)      rɨš (girl)      ubl-i-ra (wolf-obl-erg)      dagul (steal)      r-aʔa-r=a (2-do.ipfv-cvb=be),"когда выгнали эту девочку, волк её похитил",ha rɨš ʁaʔ ʁerir ǯigɨj xa had rɨš ublira dagul raʔara,180722_0090
2,n,ǯihil,ǯihil,ǯihil,young,,mi-d (this-atr)      rɨš (girl)      ǯihil (young)      rɨš (girl)      s-ü<r>q'u-d (pv-<2>sit-atr)      r-iši-r=a (2-come.pfv-cvb=be)      ǯihil (young)      gada=xa (guy=add)      mi (this)      uu (above)      šuw (what)      hak'a-r=a (hold-cvb=be)      mi (this)      avtobus-a (bus-in(ess))      χɨˁrɨχɨ-d (1.stand-atr)       hiši-r=a (1.come.pfv-cvb=be),эта девушка молодая сидела таммолодой парень за что-то держался в автобусе стоял,mid rɨš ǯihil rɨš sürq'ud riširaǯihil gadaxa mi uu šuw hak'ara mi avtobusa χɨˁrɨχɨd hišira,kna_babushka
1,n,ǯihil,ǯihil-er,ǯihil-er,young-PL,"очень странный контекст, множественное число с числительным. может, там пауза?",w-iʔi-d (3-come-atr)      avtobus-a (bus-in(ess))      s-ü<d>q'u-r=a (pv-<HPL>sit-cvb=be)      a-ni (be-cvb)      d-iʔi (HPL-cop1)      q'ʷa-r (two-atr.h)      ǯihil-er (young-erg),"едет автобус, сидели два молодых парня",wiʔid avtobusa südq'urani diʔi qʷaˁr ǯihiler,kna_babushka
1,adj,ǯiked,ǯike,ǯike,short,или short(ADV)?,mi (this)      maˤʔlim-a (teacher-?)       ()      huxun (1.say.IPFV-CVB)      mi-ja (here-EL)      Mɨˤχa-di-la (Rutul-OBL-SUPER.EL)      ʁ-uʔu (EMPH-up)      Azerbajǯan-a (Azerbajdzhan-IN.ESS)      raˤq (way)      ǯike (short)      w-iʔi (3-COP1)      hajwana-kan (horse.OBL-COMT)      hɨχɨ-r (4.go.PFV-CVB)      q-iq'a-s (RE-1.come-INF)      xur (QUOT)      jiši-r (4.become.PFV-CVB)      a-ni (be-CVB)      или ()      jiʁ (day)      laχara (stay-CVB=be),"Учитель говорит, что в Азербайджан дорога ближе, чем в Рутул, на лошади туда-назад быстро можно или там остаться можно.",Mi maˤʔlima huxur Mɨˤχadila ʁuʔu Azerbajǯana raˤq ǯike wiʔi hajwanakan hɨχɨr qiq'as xur jišir или jiʁ laχara.,kna_said02
1,n,ǯilǯilim,ǯilǯilim,ǯilǯilim,some.kind.of.plant,уточнить написание и значение,uq'-bɨr (grass-PL)      jaʁmiš (collection)      haʔa-r=a (4.do.IPFV-CVB=be)      baʁ-dɨ (garden-ATTR)      ǯilǯilim (some.kind.of.plant)      kɨšniš (coriander)      irajχän (basil)       ()      suzmaud (dill)      gezilbenǯir (some.kind.of.grass),"Собираем в саду травы (базалик, кинза, укроп, ...)","uq'bɨr jaʁmiš ʁaʔara baʁdɨ ǯilǯilim, kɨšniš, irajχän, suzmaud, gezilbenǯir",kna_maisarat02.textgrid
1,n,ǯins,ǯins,ǯins,breed,,ha (that)      ǯins (ancestry)      awar-aš-dɨ (Avar-Obl-GEN),этот род аварский,xa ǯins awarašdɨ,Polina_text_s_Saadi_TextGridlatin
2,pron,wuǯ,ǯu,ǯu,self.OBL.M,,war= ()      warl\i--ješ-is (rich-OBL.PL-DAT)      qac'-a-r  (know-IPFV-CVB)      diš-ij (NO-PST)      šuw  (what)      ha\?g-as-ijden (do-INF-CTRF)      Xaq'-as  (hold-INF)      ǯu (self.M)      j-uǯ (1-self.M)      ruu-r-d\i-š (go.IPFV-CVB-NO)      qušim-a-da (gang-OBL-ERG)      leš-us (take-INF)      ruu-r-d\i-š (go.IPFV-CVB-NO),"Богатые (сильные) не знали, что делать, не могут себя сдержать, даже армия не могла его взять","war= warl\i-ješis qac'ar dišij šuw ha\?gasijden Xaq'as ǯu juǯ ruurd\i-š, qušimada lešus ruurd\i-š ",Magomedshapi_Nina_glossed_23_07latin
1,pron,wiǯ,ǯu-da,ǯu-da,self.OBL.M-APUD(ESS),"переслушать, но скорее всего все так; МД это зависит от управления формы ичедика - надо с ней разобраться; больше похоже на апуд - временно поправил, до доследования",ǯu-da (self.OBL-ATTR?)      ič'edika (???)      ǯu-su (self.OBL-DAT)      gɨdika (???)      график ()      ǯu-du (self.OBL-ATTR)      jikuan (???)      kina (together)      регулировать ()      haʔa-r=a (4.do.IPFV-CVB=be)      ma (LIM),Они как хотели себе график регулировали.,ǯuda ič'edika ǯusu gɨdika график ǯudu jikuan kina регулировать haʔara ma.,kna_said02
1,pron,wiǯ,ǯü-dɨ;ǯu-dɨ;ǯu-d\i-,ǯu-dɨ,self.OBL.M-ATTR,,()      Salman (Salman)      baba (grandfather)       ()      jiɣc'ɨr-a-χdɨ (seventy-OBL-LOC)      sen (year)      ješemiš (life)      ruʔu-r=a (4.go.IPFV-CVB=be)       ()      ǯü-dɨ (REFL.OBL-ATTR)      ʔuˤmur (life)      w-uruʔu-r=a (3-go.IPFV-CVB=be)      idda=na (sweet=ADD)       ()      sa (one)      si-now-kan (all-OBL-COMIT)      muhubade (in.a.friendly.way)      huˤrmet-di-kan (respect-OBL-COMIT)      ? ()      ješemiš (life)      d-uruʔu-r=a (HPL-go.IPFV-CVB=be)      haʔa-s (4.do.IPFV-INF)      habi-š-dɨ (he.PL-OBL.PL-ATTR)       ()      ʔuˤmur (life)      muˤɢw-a (village-LOC)      la<w>urda-r=a (PV<3>end.IPFV-CVB=be)      sinbi-š-dɨ (all.PL.OBL.PL-ATTR)      ʁiʔiʁ-a-d (today-OBL-ATTR)      jɨˤʁ-χɨr (day-?)      jɨˤʁ (day)       ()      aferin-waldɨ (thank-ABSTR)      w-ɨlc'a-r=a (3-give.IPFV-CVB=be)      Hawalaj (Havalay)      babai-s (granny.OBL-DAT)      na (AND)      Miχri (Mihri)      babai-s (granny.OBL-DAT),"Салман баба, под семьдесят живет, его жизнь проходит сладко, друг с другом, дружно, уважительно, таких людей жизнь в селе заканчивается, спасибо отдается Авалай бабушке и Михри бабушке","A Salman baba, jiɣc'ɨraχda sen ješemiš ruʔura, ǯüda uˤmur wuruʔura iddana sasunuwɨkan muhubade hurmɨdikan ješemiš duruʔura haʔasadbišdɨ, uˤmur muˤɢwa lawurdara sin bišdɨ ʁiʔiʁad jiʁχɨr jɨˤr aferin wɨrc'ara Awalaj babaisna Miχri babais ",kna_muhammadshafi05_1_6_18latin
6,pron,wiǯ,ǯu-du,ǯu-du,self.OBL.M-ATTR,переслушать,haj-a-quʔ (there(ESS)-EL-backwards)      ha-nuw (that-ERG)      ǯi-dɨ (self-ATTR)      χɨni-m-er (child-OBL.PL-PL)      q'ɨx-e (grow-IMP)      d-ɨʔɨ-r (HPL-do.PFV-CVB)      ǯi-dɨ (self-ATTR)      haar (each)      sa (one)      ǯu-du (1.self-ATTR)      jer-aa (place-IN.EL)      ledek'a-d-ɨʔɨ-r (?-HPL-do.PFV-CVB)      d-ɨʔɨ-de-k-la-q'uʔ (HPL-do.PFV-?-INTER-EL-backwards),"После этого она своих детей вырастила, каждого на свое место доставила",hajaqu hanuw ǯidɨ xɨnimer q'ɨxe dɨʔɨr ǯidɨ haʔarsa ǯudu jera ledek'adɨʔɨr dɨʔɨdeklaq'uʔ,180724_0081_18-10-18
